RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
341,15619738,Smith,502,Germany,Male,56,9,171737.63,2,1,1,57755.79,0
342,15630746,Brown,834,France,Female,24,3,85887.5,1,1,1,86114.13,0
343,15649377,Brown,677,France,Female,35,9,132416.51,1,1,0,178419.11,0
344,15648404,Garcia,634,France,Male,20,2,240215.62,2,0,0,167340.38,0
345,15654045,Martinez,529,France,Male,80,0,187467.83,4,1,1,85613.78,0
346,15697888,Rodriguez,651,France,Female,37,9,55416.2,4,1,0,20271.11,0
347,15639790,Williams,502,France,Male,90,5,73757.79,2,0,0,178890.83,0
348,15605600,Rodriguez,583,Spain,Female,91,4,66305.16,3,1,1,85808.47,0
349,15694660,Garcia,372,Germany,Male,87,5,212087.24,3,0,1,101113.95,0
350,15693179,Miller,767,Spain,Female,34,0,160354.81,2,1,0,26282.09,0
351,15640764,Martinez,800,Germany,Female,76,10,234999.35,1,0,0,141582.83,0
352,15674543,Johnson,443,France,Male,71,7,22733.54,2,0,1,145302.97,0
353,15645714,Martinez,719,France,Male,30,3,13000.95,2,1,0,87646.8,0
354,15656835,Garcia,594,France,Female,59,6,169050.46,3,1,1,178887.53,0
355,15673744,Garcia,639,France,Male,61,7,66655.98,3,1,0,19240.46,1
356,15656491,Johnson,509,Germany,Male,84,2,169792.91,2,1,0,68432.7,0
357,15618589,Johnson,722,Germany,Female,89,3,180867.54,1,0,1,49301.83,0
358,15643484,Johnson,634,France,Female,37,8,76120.29,4,0,1,142602.25,0
359,15682989,Martinez,358,France,Male,64,8,238167.03,2,1,0,48886.92,0
360,15636212,Smith,799,France,Male,41,6,193685.22,2,0,0,143517.8,1
361,15643525,Jones,534,France,Female,68,2,91838.78,4,1,1,161346.01,0
362,15647202,Davis,644,France,Female,35,10,103029.67,3,0,1,158815.15,0
363,15632635,Johnson,484,Spain,Female,40,3,178967.86,1,1,0,15329.88,0
364,15663208,Jones,459,France,Male,18,6,76009.19,3,1,0,186797.6,0
365,15633828,Davis,418,Germany,Female,83,5,73843.79,4,0,0,145780.89,0
366,15618711,Martinez,485,France,Male,22,5,156227.38,4,0,0,164429.63,0
367,15603420,Jones,445,France,Female,35,10,33698.57,4,0,0,132691.67,1
368,15696752,Johnson,468,Spain,Male,91,3,248335.67,4,0,0,110533.4,0
369,15600301,Williams,723,Germany,Male,52,9,71809.33,1,1,0,132488.82,1
370,15645236,Garcia,623,France,Female,42,7,95678.62,2,1,0,78425.29,1
371,15666235,Jones,707,Spain,Male,41,8,56066.26,2,0,1,96984.91,0
372,15654240,Brown,715,France,Female,30,9,160874.01,4,0,1,145361.81,0
373,15665726,Brown,687,France,Male,38,6,15122.16,1,0,0,136852.54,0
374,15610492,Jones,526,Spain,Male,56,7,231952.16,4,1,0,122771.38,0
375,15606102,Johnson,710,Germany,Male,51,9,75996.34,1,1,1,19350.64,0
376,15650336,Rodriguez,586,France,Female,36,1,231843.82,2,0,0,64680.89,0
377,15685314,Johnson,621,France,Female,45,3,63384.8,1,1,1,124658.9,0
378,15626641,Martinez,626,Spain,Male,28,2,128447.04,2,0,0,98087.99,0
379,15634584,Johnson,487,France,Female,66,5,173792.92,1,1,1,74235.7,0
380,15632745,Martinez,711,France,Male,52,1,153156.72,3,1,1,146234.78,1
381,15623093,Rodriguez,481,Germany,Female,74,6,128123.14,1,0,1,83535.64,0
382,15666105,Williams,393,Spain,Female,45,7,197133.18,4,0,0,182598.86,1
383,15651885,Martinez,472,France,Male,83,3,117623.51,3,1,0,111021.94,1
384,15636631,Miller,485,Spain,Male,82,7,83293.61,3,0,0,101866.73,0
385,15672991,Brown,716,Germany,Male,90,7,179648.23,3,1,0,74067.23,0
386,15604014,Garcia,722,France,Female,39,2,234317.89,3,1,1,35504.02,0
387,15611093,Brown,475,Germany,Male,68,0,150346.34,3,0,1,11825.45,0
388,15618070,Martinez,788,Spain,Male,26,10,69927.33,3,0,0,138609.24,0
389,15635777,Miller,624,France,Female,88,2,190702.2,3,1,1,22421.26,0
390,15656958,Smith,844,France,Female,53,9,190481.2,1,0,0,71757.16,0
391,15682074,Williams,413,Spain,Male,71,0,66716.03,4,1,1,176370.68,0
392,15610729,Williams,645,Germany,Male,55,1,96157.57,1,0,0,100835.96,0
393,15699713,Smith,581,France,Female,83,7,35236.21,3,1,0,177839.71,0
394,15645017,Garcia,400,Germany,Female,60,3,19916.89,3,0,1,21688.65,0
395,15666320,Rodriguez,486,Germany,Female,22,8,201840.68,3,1,1,170243.61,0
396,15627751,Davis,507,Spain,Female,54,6,93144.06,1,0,0,186982.13,0
397,15678069,Miller,405,Spain,Male,75,2,70327.99,4,1,1,183588.51,0
398,15654748,Martinez,430,France,Male,80,0,64022.83,4,0,1,73938.73,0
399,15605801,Davis,581,France,Female,68,0,18701.4,1,1,0,28071.75,0
400,15619190,Garcia,777,Germany,Male,89,0,246215.68,2,0,0,183863.81,0
401,15649689,Rodriguez,792,France,Male,60,9,91761.39,2,1,0,39898.26,1
402,15650993,Williams,748,Germany,Male,84,2,41062.35,4,0,0,113740.35,0
403,15629592,Martinez,801,France,Female,84,4,216035.09,2,0,0,87416.38,0
404,15610647,Martinez,675,France,Male,82,7,180779.96,1,1,0,191992.44,0
405,15608716,Rodriguez,477,France,Female,79,7,165655.2,4,0,0,89028.74,0
406,15688891,Brown,475,Germany,Male,80,1,74303.68,4,0,0,80358.99,0
407,15687545,Miller,666,Spain,Female,47,8,103864.73,1,1,0,121492.66,1
408,15689912,Rodriguez,429,France,Female,55,8,210271.83,1,1,0,110272.62,0
409,15670316,Johnson,823,France,Female,68,6,159974.31,1,0,1,95904.29,0
410,15602368,Johnson,726,France,Male,55,9,86413.03,3,0,1,105492.03,1
411,15677575,Rodriguez,706,Spain,Male,84,4,27319.95,2,0,1,28705.02,0
412,15606655,Williams,756,France,Male,65,4,225067.61,2,0,0,187633.81,0
413,15670031,Rodriguez,682,Germany,Male,29,7,238884.36,4,1,1,57568.16,0
414,15676429,Jones,524,Germany,Male,37,7,179698.73,2,0,0,118326.04,0
415,15691083,Garcia,494,France,Female,89,4,172847.95,4,1,0,16740.88,1
416,15687922,Johnson,790,Spain,Male,19,5,134427.51,4,0,1,66177.18,0
417,15655766,Davis,475,France,Male,72,5,242877.61,3,0,0,140853.34,0
418,15613403,Rodriguez,531,Germany,Male,23,5,173537.61,4,0,0,96899.13,1
419,15632097,Johnson,568,France,Male,79,4,19183.59,3,1,0,148731.62,0
420,15678657,Garcia,785,France,Female,66,8,22932.35,2,0,0,39528.31,0
421,15610966,Garcia,627,Germany,Female,71,0,240893.13,3,0,0,197733.13,0
422,15699157,Davis,834,France,Female,27,9,235819.87,1,0,1,94687.89,0
423,15693848,Martinez,432,Germany,Female,41,2,139458.96,3,0,1,112369.91,1
424,15652921,Jones,772,Germany,Male,46,6,53535.19,4,0,1,58940.69,0
425,15649726,Rodriguez,832,Germany,Female,23,8,145876.44,2,1,1,74438.02,0
426,15650300,Smith,490,France,Male,75,1,190885.96,4,0,1,134371.73,0
427,15622677,Rodriguez,683,Germany,Female,74,10,2070.58,2,0,1,74928.11,0
428,15655609,Martinez,845,Germany,Female,20,3,205703.15,4,1,1,146524.11,0
429,15696825,Miller,444,France,Male,41,7,116199.31,3,1,1,64313.2,0
430,15656661,Brown,714,Germany,Male,36,4,115790.99,4,1,1,155437.19,0
431,15631024,Williams,543,Spain,Female,26,10,108576.69,1,1,0,138242.92,1
432,15670313,Martinez,459,France,Male,47,7,172961.52,1,0,0,50299.08,1
433,15653006,Garcia,401,Spain,Male,61,10,52365.37,2,1,1,19506.4,0
434,15695285,Smith,452,France,Male,70,1,151665.11,2,1,0,186740.29,0
435,15615338,Williams,450,France,Female,85,7,11024.19,3,1,0,54686.14,0
436,15668027,Johnson,491,France,Female,77,5,202837.35,4,0,0,119665.32,0
437,15692772,Rodriguez,550,Germany,Female,40,4,203860.88,1,0,1,66592.11,0
438,15680135,Williams,807,France,Female,78,1,77969.99,3,1,1,135057.77,1
439,15619508,Johnson,668,Spain,Male,24,6,26354.86,2,0,0,143237.81,0
440,15603051,Brown,548,Spain,Male,61,0,186937.24,3,0,0,24118.22,0
441,15648747,Johnson,633,Germany,Male,72,5,117553.6,2,0,0,19503.57,0
442,15687142,Smith,843,France,Male,56,2,231241.74,2,1,0,198240.6,0
443,15687235,Garcia,566,Spain,Female,76,5,88371.16,3,0,1,155928.53,1
444,15654021,Martinez,395,Spain,Male,22,0,210377.26,4,0,0,59701.1,0
445,15666412,Davis,377,France,Female,59,0,6330.72,3,0,1,103362.14,0
446,15658335,Martinez,351,Germany,Female,31,1,193198.45,2,1,0,192016.52,0
447,15656179,Martinez,732,Germany,Female,44,9,169562.47,1,0,1,113333.66,0
448,15632093,Johnson,366,Germany,Male,33,6,131566.92,4,1,1,89665.45,0
449,15669678,Rodriguez,664,France,Male,19,3,227606.47,4,0,1,17139.74,0
450,15680738,Williams,785,France,Female,36,3,235502.8,1,1,1,121108.58,0
451,15639734,Davis,737,France,Female,40,3,232421.29,4,0,1,177514.36,0
452,15672615,Davis,426,France,Male,58,4,149450.73,2,0,0,113134.46,0
453,15673523,Williams,815,Germany,Female,31,1,129849.11,3,1,0,158538.29,0
454,15694476,Williams,736,Spain,Male,64,10,67243.01,2,1,0,178335.71,0
455,15617019,Garcia,720,Spain,Female,80,6,40517.59,4,0,0,87390.44,0
456,15683613,Smith,514,Germany,Female,25,2,139273.63,1,0,0,88200.67,1
457,15691794,Brown,446,Germany,Male,44,10,37124.18,4,0,0,185063.88,0
458,15686672,Smith,454,France,Male,57,2,43028.92,2,0,1,74717.25,0
459,15673847,Williams,373,Germany,Female,45,10,89185.75,4,1,0,135686.34,0
460,15682750,Rodriguez,549,France,Female,85,1,46686.76,4,0,1,127780.45,0
461,15679634,Jones,384,France,Male,78,5,125432.04,2,0,0,102182.66,0
462,15628251,Jones,351,Germany,Female,55,3,165937.37,4,1,0,131976.3,0
463,15625945,Brown,638,France,Female,41,3,174475.14,2,1,1,143596.77,0
464,15690852,Williams,681,France,Female,45,7,133194.5,1,0,0,185714.09,1
465,15632217,Jones,691,Spain,Female,58,1,130449.76,4,1,1,162145.06,0
466,15608308,Brown,810,France,Female,35,6,118702.78,1,1,0,78026.19,0
467,15605949,Davis,487,France,Female,66,1,61316.3,3,0,1,92106.89,0
468,15651990,Brown,686,France,Male,43,5,163560.71,4,1,0,181694.61,0
469,15601150,Davis,411,France,Female,20,4,164257.3,3,1,0,61475.27,1
470,15689480,Garcia,648,France,Male,55,7,63951.25,1,1,0,71721.07,0
471,15674740,Jones,546,Spain,Female,31,5,175142.26,1,1,1,140933.09,0
472,15666617,Brown,726,France,Female,18,6,214501.33,2,0,0,31048.11,1
473,15694841,Brown,408,Spain,Male,28,5,148677.35,3,1,1,159567.78,0
474,15616896,Brown,614,France,Male,57,7,29384.91,3,1,1,190190.02,0
475,15646175,Rodriguez,682,France,Male,21,1,81815.18,2,1,0,132200.02,0
476,15607805,Brown,537,Germany,Male,51,6,23196.99,3,1,1,23725.05,0
477,15605237,Rodriguez,412,Germany,Male,82,4,75507.77,1,0,1,55319.43,0
478,15620056,Martinez,657,Germany,Female,73,8,52986.06,1,0,0,28526.77,1
479,15645543,Garcia,628,Spain,Male,27,10,138657.22,1,1,1,68728.57,0
480,15656556,Martinez,379,France,Male,88,8,105886.12,1,1,0,188514.52,0
481,15603343,Miller,520,France,Male,81,7,180671.02,4,0,1,78249.23,0
482,15613500,Martinez,801,Spain,Female,30,7,90760.58,2,1,0,45029.33,0
483,15653222,Williams,370,France,Female,39,3,38680.16,4,0,0,135697.96,0
484,15629375,Davis,648,France,Female,73,7,59006.23,4,0,1,180933.09,1
485,15609662,Williams,550,France,Male,82,1,136445.8,3,1,0,16553.93,0
486,15616964,Smith,484,Germany,Female,30,10,112463.71,2,1,0,136999.62,0
487,15659638,Martinez,621,France,Female,18,4,10652.15,4,1,0,64927.12,0
488,15673666,Jones,372,France,Female,55,3,52486.38,4,0,0,81073.38,0
489,15685067,Johnson,791,France,Female,75,4,74184.12,2,0,0,55076.68,1
490,15667215,Martinez,436,Germany,Male,42,4,181339.89,1,1,0,182157.36,0
491,15669042,Garcia,380,France,Male,59,4,182606.74,2,1,0,178344.22,1
492,15613284,Martinez,470,France,Male,50,6,174496.9,2,0,1,124912.14,0
493,15672789,Rodriguez,418,Germany,Male,74,0,204615.37,2,1,1,13055.26,1
494,15684664,Smith,483,Spain,Male,54,1,218469.93,1,0,0,189849.58,1
495,15693468,Brown,720,Germany,Male,74,6,17777.06,2,1,0,98808.33,0
496,15661389,Smith,798,Spain,Male,79,0,123264.33,1,0,0,102898.84,0
497,15609435,Smith,664,France,Male,20,8,37239.82,4,0,1,156860.69,0
498,15654340,Davis,845,France,Female,47,2,88515.03,4,1,1,126604.3,1
499,15644078,Johnson,761,France,Female,84,10,165799.26,1,1,0,33066.81,0
500,15678832,Smith,495,Spain,Male,80,5,150414.68,3,1,1,30018.58,0
501,15651293,Davis,821,France,Male,40,3,32139.9,2,0,0,57905.89,0
502,15695981,Brown,682,Spain,Female,89,2,189270.4,4,1,0,23410.21,0
503,15678781,Williams,830,Spain,Female,90,7,196754.19,4,0,0,168266.09,0
504,15660403,Brown,743,France,Female,83,1,34795.97,1,0,0,17496.68,0
505,15629124,Jones,612,France,Male,78,2,153914.76,3,0,1,189736.03,0
506,15695435,Smith,642,France,Female,19,7,236307.33,3,0,1,31112.46,0
507,15643919,Smith,829,France,Male,44,2,23485.21,3,1,1,172950.58,0
508,15635247,Williams,778,France,Female,65,7,41151.69,1,0,1,55076.21,0
509,15694758,Garcia,435,Spain,Female,80,6,191381.14,1,1,1,135539.61,0
510,15691747,Smith,365,France,Male,22,1,84231.43,2,1,0,75002.27,1
511,15662752,Johnson,565,France,Female,18,0,238892.9,4,0,0,22783.12,1
512,15656573,Miller,465,France,Male,39,0,156090.76,4,0,1,148780.98,0
513,15659101,Smith,467,Spain,Female,91,1,120800.08,1,0,0,163494.99,1
514,15626646,Miller,619,Germany,Male,41,6,84415.88,4,0,1,66760.59,1
515,15623049,Brown,744,Spain,Male,76,8,59781.18,2,1,0,159069.79,0
516,15679605,Martinez,816,Spain,Male,67,6,162505.2,1,0,1,96923.23,0
517,15698116,Garcia,692,France,Female,40,2,148007.24,4,0,1,148605.52,1
518,15697379,Davis,511,France,Male,35,7,89478.21,3,0,1,132605.87,0
519,15668385,Rodriguez,537,France,Female,39,7,229444.19,1,0,0,186675.68,0
520,15640158,Garcia,453,France,Female,61,8,190450.97,4,0,0,72319.27,1
521,15665417,Rodriguez,490,Germany,Male,61,10,65016.84,4,1,0,30908.27,1
522,15623289,Brown,516,France,Male,54,8,235841.49,2,0,0,159772.97,0
523,15609823,Garcia,649,France,Female,24,8,188884.77,2,0,0,164430.88,0
524,15660160,Davis,377,Germany,Female,41,3,224276.73,3,1,1,14961.03,0
525,15641975,Rodriguez,773,Germany,Male,58,9,34054.99,3,1,0,33964.83,0
526,15609540,Williams,621,Germany,Female,87,3,8249.19,3,0,1,168118.53,0
527,15616364,Johnson,399,France,Male,88,10,123229.57,2,1,0,124115.04,0
528,15604611,Garcia,720,Spain,Male,35,1,112038.22,4,1,0,96037.23,0
529,15627663,Brown,505,Germany,Male,89,7,217450.99,1,1,0,167073.89,0
530,15651991,Smith,673,France,Female,77,1,43036.36,1,0,1,56740.89,1
531,15657679,Davis,697,Spain,Female,69,2,5895.55,2,0,0,71726.88,1
532,15630977,Rodriguez,470,Spain,Female,66,8,132311.95,2,1,0,156968.63,0
533,15694704,Rodriguez,793,France,Female,84,1,44391.53,2,0,0,122296.21,0
534,15649115,Johnson,489,France,Male,62,0,12377.25,2,0,1,49599.55,0
535,15691007,Rodriguez,365,France,Female,26,4,5551.61,1,1,0,179856.53,0
536,15688223,Miller,658,France,Male,43,6,35608.41,3,0,0,198925.45,0
537,15660890,Jones,787,Spain,Male,43,3,93964.15,1,0,1,37464.92,1
538,15666387,Miller,398,France,Female,47,3,220992.08,2,0,0,66338.45,0
539,15618071,Rodriguez,513,Spain,Female,44,10,190143.65,3,0,1,152397.93,0
540,15659275,Davis,411,Germany,Female,21,2,132542.06,1,0,1,33457.19,0
541,15672369,Garcia,689,Germany,Male,68,5,107586.19,2,0,0,98268.1,0
542,15611938,Brown,503,France,Female,87,7,113949.77,2,0,1,51501.53,0
543,15635195,Smith,661,France,Male,27,10,221161.1,4,0,1,136233.49,1
544,15691680,Garcia,725,France,Male,53,10,181157.78,4,1,0,78360.04,0
545,15604000,Williams,695,France,Female,63,1,43003.13,2,0,0,171151.02,0
546,15670588,Garcia,499,France,Female,23,5,234932.97,1,1,0,97071.18,1
547,15693610,Garcia,725,Spain,Female,87,7,193228.76,4,1,0,111937.8,1
548,15697856,Brown,422,France,Male,20,0,8539.02,1,0,1,178909.29,0
549,15638304,Johnson,418,Spain,Male,67,3,125564.26,1,0,1,156029.37,0
550,15669449,Rodriguez,814,France,Female,59,0,163195.45,4,1,1,163680.28,0
551,15682986,Johnson,526,Spain,Female,71,3,15247.25,2,1,1,12374.13,0
552,15689643,Williams,703,Spain,Male,56,10,88265.04,4,1,1,134899.8,0
553,15620764,Martinez,351,France,Female,72,8,162075.62,1,0,0,98530.24,1
554,15686027,Smith,658,Spain,Female,28,5,204021.92,3,1,0,177901.83,0
555,15638494,Miller,468,Germany,Male,91,5,244284.47,4,1,0,17270.25,0
556,15603373,Smith,356,Spain,Male,47,4,30407.61,3,0,1,170500.65,0
557,15612161,Rodriguez,604,Germany,Female,73,2,158100.6,2,0,0,35744.76,0
558,15697532,Smith,833,France,Male,46,1,223197.42,4,1,0,122450.98,0
559,15692658,Jones,810,France,Female,34,8,179229.46,3,0,0,148040.86,1
560,15627350,Miller,753,France,Male,50,8,158099.91,2,0,1,47533.95,0
561,15693008,Williams,827,Germany,Male,38,6,53605.49,1,0,1,41671.48,0
562,15694297,Rodriguez,763,Spain,Male,27,1,203824.33,2,1,0,139634.66,0
563,15625351,Davis,424,Germany,Male,56,3,140622.85,2,0,1,41772.02,0
564,15688668,Williams,700,France,Female,64,10,27854.06,1,1,0,107476.77,1
565,15615305,Jones,544,Spain,Male,69,7,233900.44,2,0,1,59878.88,0
566,15675353,Miller,536,Spain,Female,58,9,247097.68,4,0,1,16016.01,0
567,15676797,Brown,799,France,Male,64,5,134418.12,2,0,0,22750.76,0
568,15665953,Jones,845,France,Female,90,4,194119.77,3,1,0,34968.05,0
569,15657458,Williams,352,France,Male,88,10,145828.18,2,0,1,113598.83,0
570,15620358,Rodriguez,533,Spain,Male,60,9,105551.44,3,1,0,50171.78,0
571,15603267,Martinez,684,Spain,Female,54,1,102277.01,2,1,0,171403.69,0
572,15682745,Rodriguez,622,France,Male,90,0,241078.57,4,0,1,15169.58,0
573,15689588,Miller,717,France,Female,81,0,92196.62,1,0,0,135302.35,0
574,15638513,Martinez,401,Spain,Female,88,0,122613.55,1,0,0,27006.88,0
575,15626092,Johnson,612,Spain,Male,77,10,62122.7,3,0,1,179169.66,1
576,15611338,Miller,717,Spain,Male,42,5,63320.51,2,1,0,17821.62,0
577,15600412,Miller,482,Germany,Female,39,3,89056.77,2,1,0,37175.44,0
578,15607543,Jones,831,France,Male,60,10,231194.41,4,1,0,62759.25,0
579,15633496,Rodriguez,574,Germany,Male,88,8,99134.51,2,1,1,29114.49,0
580,15660692,Williams,659,France,Female,87,8,138072.38,3,1,1,183189.18,0
581,15689084,Brown,410,Spain,Male,53,2,136438.37,3,0,0,35151.37,1
582,15692920,Smith,714,France,Male,63,5,145787.81,4,0,1,25769.08,0
583,15644425,Garcia,365,Spain,Male,39,5,205010.86,3,1,1,21368.61,0
584,15638756,Brown,578,France,Male,52,9,225300.35,3,0,1,163141.29,0
585,15618888,Smith,544,Spain,Male,64,9,52186.72,4,1,0,133476.45,1
586,15635735,Johnson,600,France,Female,50,0,215111.82,3,0,0,153812.03,0
587,15647295,Williams,792,France,Male,30,8,136926.78,3,0,0,143939.15,0
588,15683042,Rodriguez,652,Germany,Male,73,3,231117.38,1,0,0,193905.77,0
589,15685999,Davis,397,France,Female,84,5,229039.14,4,1,1,156010.2,1
590,15617955,Miller,584,Spain,Male,30,9,97358.32,1,0,1,82685.13,0
591,15637841,Brown,470,Germany,Female,67,7,162969.19,2,1,0,65058.95,1
592,15670640,Smith,848,Germany,Female,74,0,217852.8,4,0,0,65478.72,0
593,15665510,Davis,669,Spain,Male,45,7,96177.22,2,1,0,69415.31,0
594,15634911,Brown,399,Spain,Male,82,5,10956.34,3,0,1,45411.36,0
595,15659031,Williams,818,Germany,Female,41,0,89951.96,1,1,1,84696.53,1
596,15688726,Rodriguez,390,Spain,Male,84,8,91351.04,3,0,1,30913.31,0
597,15607357,Martinez,805,France,Female,24,8,201686.4,1,1,1,66456.52,0
598,15632479,Brown,371,France,Male,91,9,77405.87,1,0,1,43278.8,0
599,15661476,Brown,720,Germany,Male,41,7,223495.92,1,1,0,184729.13,0
600,15644811,Rodriguez,531,France,Female,26,6,137160.38,1,1,1,97637.06,0
601,15636208,Johnson,354,France,Female,32,0,146538.55,3,0,0,166294.65,0
602,15620150,Jones,494,France,Female,73,10,201751.89,3,1,0,121806.11,1
603,15671180,Brown,706,France,Female,34,0,33643.81,3,0,1,123721.83,0
604,15643286,Rodriguez,427,Spain,Female,36,7,4485.41,1,1,0,10608.97,0
605,15668450,Jones,580,Germany,Female,26,9,14153.67,2,1,1,12423.71,0
606,15621352,Rodriguez,646,Spain,Female,81,7,7665.88,3,1,1,62964.45,0
607,15655069,Rodriguez,697,Spain,Female,74,0,174973.72,3,1,0,21225.3,0
608,15614397,Johnson,828,France,Female,55,7,61242.77,4,1,1,62669.16,0
609,15641555,Rodriguez,558,France,Female,25,7,214355.53,2,0,0,127423.52,0
610,15646959,Williams,512,France,Male,23,9,220718.75,3,1,0,144738.84,0
611,15600728,Brown,517,Spain,Male,66,9,89021.74,3,0,1,126334.42,1
612,15650517,Smith,627,France,Female,62,2,48706.34,4,0,1,115337.81,0
613,15666234,Smith,586,France,Male,38,0,124702.99,1,0,0,25442.26,0
614,15639954,Smith,525,Spain,Female,51,2,203952.09,2,1,0,34375.53,1
615,15647280,Rodriguez,402,Germany,Male,29,7,171222.99,2,0,0,17796.46,0
616,15679459,Davis,698,France,Male,56,7,6435.56,4,0,1,164361.89,0
617,15616779,Jones,359,France,Male,23,6,1787.64,2,1,1,71478.4,0
618,15663932,Jones,495,Spain,Male,49,1,28450.88,3,1,0,86443.25,1
619,15672936,Rodriguez,576,Spain,Male,77,4,84193.45,2,1,1,128592.19,0
620,15624466,Williams,585,France,Female,25,9,134220.55,4,1,0,194092.39,1
621,15636939,Williams,813,France,Male,55,7,204396.24,1,0,1,126868.63,0
622,15669896,Miller,591,Spain,Male,36,2,35698.19,4,1,1,32292.38,1
623,15635270,Rodriguez,654,Spain,Female,72,5,38119.75,2,0,1,181490.85,0
624,15659163,Garcia,420,Spain,Male,26,1,215907.6,4,0,0,53631.59,0
625,15682637,Johnson,507,Germany,Male,69,7,231006.23,4,1,0,160220.94,1
626,15651934,Smith,368,Spain,Male,45,8,137822.35,2,1,1,152047.4,0
627,15664895,Johnson,404,France,Male,79,0,196223.15,1,1,0,88863.72,0
628,15632307,Smith,793,France,Male,65,3,85667.78,3,0,1,109216.67,0
629,15654098,Martinez,564,Germany,Male,56,5,236566.72,4,1,1,53437.14,0
630,15660921,Martinez,805,Germany,Male,70,1,226220.11,1,1,1,143492.38,0
631,15605486,Rodriguez,558,Spain,Female,80,5,212401.24,1,1,0,196060.66,0
632,15608335,Martinez,370,France,Female,36,10,3245.4,4,1,0,91163.02,1
633,15686900,Davis,631,Spain,Female,50,6,130824.52,2,0,1,199604.16,0
634,15689112,Miller,598,France,Male,81,5,6665.45,2,0,1,57955.52,1
635,15697203,Williams,377,Germany,Male,43,9,169361.39,4,1,1,32915.48,0
636,15611130,Davis,772,France,Female,62,9,45860.91,2,1,0,199712.95,0
637,15687508,Johnson,766,Germany,Female,18,10,159869.99,2,1,0,81454.36,0
638,15660566,Johnson,645,Germany,Female,83,7,24489.65,1,1,1,173278.36,0
639,15666703,Martinez,560,France,Male,52,4,189154.04,3,0,1,15606.74,1
640,15627192,Williams,634,France,Female,62,2,181612.0,3,1,0,129338.29,0
641,15601062,Miller,369,Germany,Male,50,1,1152.47,2,1,1,10629.74,0
642,15684076,Smith,369,Spain,Female,86,1,198013.29,2,1,0,105855.67,1
643,15689780,Davis,679,France,Female,48,1,40946.83,4,0,0,149946.32,0
644,15621545,Miller,745,France,Male,81,9,27322.53,2,0,0,128056.68,0
645,15621689,Brown,469,France,Male,32,4,125061.8,4,1,0,129250.67,0
646,15611174,Jones,446,Spain,Male,63,9,147522.8,3,1,0,72054.85,0
647,15688461,Martinez,469,France,Male,65,3,25776.45,1,0,1,130409.6,0
648,15609348,Smith,374,France,Male,85,1,76187.14,4,1,1,172404.92,1
